GEOID,CONCELHO_DSG,Indice_Volumetria_2021,Percentagem_Vagos_2021,Idade_Media_Edif_2021,Percentagem_Alojamento_Habitual_2021,Dimensao_Alojamento_2021,Alojamento_Por_Familia_2021,Percentagem_Arrendamento_2021,Numero_Divisoes_2021,Indicador_Acessibilidade_Economica_2021,Alojamento_Por_Familias_2021_2021,Preco_Total_2022,Rendimento_2021,Construcao_2021,Arrendamento_2022,Numero_Alojamentos_Familiares_2021,Numero_Familias_2021
117,Sever do Vouga,1.727440715,0.166056853,45.28387743,0.625949901,138.7084083,1.59649517,0.046158176,5.63083004,0.051665606,-0.317241379,487,9426,24,3.31,7106,4451
118,Vagos,1.664266342,0.099895005,39.20555504,0.653442328,153.5550327,1.527551839,0.063746813,5.642055025,0.123420074,1.324435318,1162,9415,29,4.49,13334,8729
119,Vale de Cambra,1.871485107,0.12060723,44.54545928,0.705862618,131.2381179,1.414185743,0.097878051,5.519500305,0.105252401,-1.465517241,1030,9786,13,3.85,11923,8431
201,Aljustrel,1.564748201,0.169526074,49.7881295,0.630372006,118.6876853,1.578284182,0.047562426,5.07538512,0.063796781,-3.333333333,658,10314,10,,5887,3730
202,Almodôvar,1.57084389,0.153405018,56.26174235,0.515412186,120.6363004,1.938846421,0.050179211,5.08771168,0.061471494,-0.775510204,579,9419,11,,5580,2878
203,Alvito,1.512099214,0.253416856,51.47791894,0.519362187,140.8991228,1.910772579,0.076879271,5.453333333,0.067232043,-0.301886792,658,9787,5,,1756,919
204,Barrancos,1.529605263,0.1125,57.28782895,0.46796875,114.6076795,2.136894825,0.04140625,5.296222664,0.061305814,0.057377049,600,9787,1,,1280,599
205,Beja,1.729921318,0.148362235,57.3085288,0.666469048,117.7853966,1.488637199,0.102020651,5.077625123,0.075968852,-0.256880734,839,11044,6,4.82,20241,13597
206,Castro Verde,1.539075809,0.17602459,52.63979983,0.581147541,129.5574753,1.718309859,0.062295082,5.323671498,0.055038692,-0.753246753,633,11501,7,,4880,2840
207,Cuba,1.508270159,0.192775152,49.43108201,0.577650236,149.0210403,1.725101922,0.083389602,5.496598639,0.061603824,0.514705882,580,9415,16,,2962,1717
208,Ferreira do Alentejo,1.53029691,0.212271341,58.3352858,0.594893293,122.0771941,1.646689677,0.070121951,5.077707006,0.05546528,-0.428571429,512,9231,10,3.37,5248,3187
209,Mértola,1.510104571,0.215760932,59.61984491,0.332641052,101.8383628,2.997924594,0.024806738,4.863467108,0.044821918,-0.804878049,409,9125,15,,8667,2891
210,Moura,1.534000213,0.143406752,55.51229116,0.510820429,116.6117492,1.931809736,0.058382226,5.247276172,0.060449607,0.507760532,562,9297,6,3.55,10397,5382
211,Odemira,1.549423178,0.177553763,48.30414263,0.501164875,99.83684963,1.958066497,0.085752688,4.801247888,0.163928968,37.72972973,1477,9010,22,5.21,22320,11399
212,Ourique,1.520231927,0.095615672,57.41253393,0.506296642,124.7812068,1.97512667,0.053171642,5.116414435,0.059267127,-0.824817518,558,9415,4,,4288,2171
213,Serpa,1.526350461,0.130733289,66.8694132,0.5406694,120.9611993,1.846302817,0.040621722,5.231601273,0.069610616,-0.29638009,640,9194,14,,10487,5680
214,Vidigueira,1.523335153,0.189419355,60.08092249,0.540387097,144.5439351,1.82869278,0.066064516,5.417973462,0.050132767,0.022026432,472,9415,10,,3875,2119
301,Amares,1.730909298,0.089275133,38.39427563,0.648726052,146.2475263,1.540310313,0.07564685,5.610243717,0.103978495,1.343283582,967,9300,49,3.86,10126,6574
302,Barcelos,1.738939301,0.084525123,39.69050549,0.80569652,141.1895041,1.239896541,0.090422224,5.533057982,0.12094522,1.140936486,1126,9310,153,4.35,49855,40209
303,Braga,2.530710698,0.087682484,37.14524792,0.812078341,134.0013337,1.230878187,0.211918139,5.404368495,0.12587545,0.512459507,1330,10566,392,6.02,88638,72012
304,Cabeceiras de Basto,1.775781161,0.09231399,40.68198466,0.574762051,125.9481838,1.739231043,0.063453075,5.571300849,0.096297187,-110.75,801,8318,36,3,9771,5618
305,Celorico de Basto,1.648278599,0.131200147,42.61652942,0.605482718,132.3175348,1.649576528,0.064362336,5.631799163,0.078285644,-1.724550898,632,8073,50,2.49,10907,6612
306,Esposende,1.869175852,0.066796662,35.9757014,0.5627154,144.503989,1.775809309,0.067658262,5.810364174,0.144344132,0.843726521,1359,9415,100,5.36,22052,12418
307,Fafe,1.764401951,0.103260045,40.12499396,0.695678544,123.5859852,1.436506208,0.154510993,5.351835418,0.098226313,1.788161994,875,8908,75,3.29,26380,18364
308,Guimarães,1.925657298,0.077570535,41.25006081,0.826292962,125.6327524,1.209952024,0.250905395,5.315691816,0.11842804,0.819556714,1115,9415,194,4.44,69859,57737
309,Póvoa de Lanhoso,1.701357247,0.089430243,39.83465826,0.634345701,136.3062153,1.575034709,0.086465262,5.555665187,0.102318324,1.271477663,918,8972,6,3.51,12479,7923
310,Terras de Bouro,1.640280778,0.117780062,44.26209503,0.488180884,122.5578947,2.032163743,0.019732785,5.516928946,0.099564039,-0.469387755,845,8487,1,,4865,2394
311,Vieira do Minho,1.701697217,0.100562149,43.12729124,0.568269831,128.6436579,1.754712845,0.034853217,5.491857506,0.074537207,-0.3,608,8157,20,,8005,4562
312,Vila Nova de Famalicão,1.819397578,0.091232145,39.7172365,0.835113022,136.7029226,1.196523759,0.151365969,5.369797589,0.117113402,0.781463415,1136,9700,246,4.65,57688,48213
313,Vila Verde,1.766088587,0.092100429,38.39925006,0.661808532,144.4034915,1.507013658,0.0657277,5.595261303,0.11369248,2.147776184,1013,8910,92,3.88,24495,16254
314,Vizela,1.87167564,0.077799247,37.49118943,0.867792129,123.1835228,1.151944705,0.227092444,5.170772676,0.10349247,1.178837556,969,9363,46,4.06,9833,8536
401,Alfândega da Fé,1.647608576,0.159525039,46.0562122,0.475735674,128.5946826,2.098591549,0.043107899,5.667084639,0.051002506,-0.101123596,407,7980,7,,3874,1846
402,Bragança,2.117594734,0.09333437,42.40757872,0.555261725,134.6109399,1.798559138,0.092478805,5.652248978,0.080960091,2.017316017,850,10499,47,2.83,25714,14297
403,Carrazeda de Ansiães,1.62372549,0.077541106,48.98480392,0.445254111,118.9362149,2.222591362,0.034379671,5.35982009,0.045012469,-0.068345324,361,8020,4,,5352,2408
404,Freixo de Espada à Cinta,1.862597911,0.078504673,50.42950392,0.422429907,124.3731563,2.367256637,0.052959502,5.840593142,0.045777066,-0.379888268,400,8738,1,,3210,1356
405,Macedo de Cavaleiros,1.877686951,0.12805499,47.37269149,0.517735913,129.8926406,1.929273084,0.057620502,5.559432289,0.073780639,-0.8,596,8078,11,2.65,11784,6108
406,Miranda do Douro,1.779157261,0.141139571,42.77125658,0.486844398,150,2.048911103,0.039902422,6.268706077,0.038606708,-0.88976378,358,9273,14,3.13,5739,2801
407,Mirandela,1.846582688,0.121218024,43.91463103,0.576873133,127.1384356,1.73114533,0.086806908,5.517410072,0.084211658,-1.310679612,783,9298,24,2.72,15402,8897
408,Mogadouro,1.72541225,0.133578933,45.23218492,0.49392823,133.4046961,2.021793103,0.037658616,5.823720026,0.048752041,-0.468152866,418,8574,3,,7329,3625
409,Torre de Moncorvo,1.772487966,0.14158565,53.21653129,0.436532932,117.8795483,2.289341693,0.04710393,5.44278607,0.042381911,0.010948905,358,8447,5,,7303,3190
410,Vila Flor,1.762995685,0.170356473,47.62060818,0.484990619,124.9226306,2.061098221,0.064727955,5.476166832,0.0441532,-0.867647059,347,7859,1,,5330,2586
411,Vimioso,1.722139356,0.112906611,42.83848285,0.398111228,135.8987876,2.510537408,0.020986359,5.845657277,0.048490726,-2.28125,400,8249,5,,4765,1898
412,Vinhais,1.60732305,0.058081508,49.9261208,0.474771278,123.3211679,2.104434072,0.016079845,5.448979592,0.054912551,-0.668621701,427,7776,11,,7214,3428
501,Belmonte,1.832144501,0.16807715,45.17982052,0.515843338,120.0305227,1.938573064,0.096044086,5.309822362,0.054185594,-1.1953125,501,9246,2,2.45,5081,2621
502,Castelo Branco,1.898114319,0.130066118,49.87263799,0.571064453,118.0642096,1.75034233,0.100994297,5.318786897,0.069885277,-2.165289256,731,10460,57,3.54,39626,22639
503,Covilhã,2.308189949,0.153524526,48.86630045,0.568498148,112.1057308,1.758066108,0.145021888,5.256546794,0.082421668,-0.430526316,776,9415,48,3.96,35636,20270
504,Fundão,1.993175268,0.160629361,45.559193,0.514022845,116.3294423,1.944262012,0.072492111,5.318677686,0.059382676,-1.170212766,556,9363,42,3.35,22499,11572
505,Idanha-a-Nova,1.678382182,0.1336413,50.08809406,0.308290785,107.4986856,3.227569971,0.019774698,5.226749611,0.03385784,-0.893617021,312,9215,38,,12339,3823
506,Oleiros,2.397027825,0.090350703,50.2897344,0.452546067,109.4680385,2.20971979,0.022983951,5.495064166,0.047691231,-0.365482234,409,8576,4,,5047,2284
507,Penamacor,1.676501423,0.158386908,50.24666767,0.340298071,101.5242593,2.926036768,0.020163647,5.170277078,0.028656126,-1.029032258,261,9108,4,,6844,2339
508,Proença-a-Nova,1.867997969,0.082594065,45.63902522,0.47828082,125.3677646,2.088817891,0.031202203,5.612021858,0.064459548,-1.075396825,588,9122,8,,6538,3130
509,Sertã,1.758990125,0.113182534,47.81884666,0.523987074,120.3154649,1.907539118,0.048305576,5.445063103,0.087205967,-0.631578947,760,8715,8,3.46,12069,6327
510,Vila de Rei,1.808639833,0.067063099,42.01353227,0.426494879,118.2804028,2.342879257,0.040303931,5.626262626,0.046987049,-1.868421053,439,9343,13,,3027,1292
511,Vila Velha de Ródão,1.533390904,0.116685457,53.9398388,0.407553551,117.8250346,2.44184446,0.036640361,5.635373009,0.024088944,-1.289719626,234,9714,10,,3548,1453
601,Arganil,2.0659827,0.116426991,56.14680145,0.431876844,119.3489861,2.311035364,0.039915192,5.582709677,0.052075306,0.244827586,473,9083,8,3.01,10848,4694
602,Cantanhede,1.601006604,0.13372646,43.95142735,0.651417158,147.9048036,1.532429675,0.064152558,5.827865248,0.085289432,-5.460674157,803,9415,82,3.92,21028,13722
603,Coimbra,2.161752782,0.193591716,45.79528759,0.731921753,121.7188021,1.365195792,0.187864801,5.5354545,0.138034011,1.402439024,1664,12055,55,6.43,81894,59987
604,Condeixa-a-Nova,1.799735984,0.161459575,44.71967697,0.755783449,142.2609656,1.322504337,0.096231815,5.724383667,0.095203685,-1.36,1054,11071,24,4.32,8386,6341
605,Figueira da Foz,1.916264382,0.133014311,46.0786266,0.557322024,122.9541385,1.79196131,0.096273785,5.247157391,0.112173832,5.525316456,1208,10769,47,5.38,44093,24606
606,Góis,1.964419476,0.10930371,60.08187682,0.324340409,118.9908257,3.079413561,0.022217814,5.471438901,0.059010639,0.846666667,538,9117,4,,5041,1637
607,Lousã,1.937676255,0.167606846,47.13508178,0.671192275,131.7378917,1.488825623,0.12859738,5.572841385,0.084236453,-0.787671233,855,10150,25,3.67,10459,7025
608,Mira,1.62035461,0.144696713,42.65184397,0.557777025,145.3776833,1.791742562,0.04529538,5.780089153,0.125905411,1.109090909,1182,9388,18,3.14,8853,4941
609,Miranda do Corvo,1.833443272,0.217127909,47.49315633,0.65551425,137.4868725,1.523919429,0.067465235,5.622670025,0.067764408,0.842975207,642,9474,24,3.57,7263,4766
610,Montemor-o-Velho,1.584259978,0.164050177,46.03107491,0.716667919,140.1215805,1.39242757,0.04176369,5.506905248,0.074854723,-0.317307692,760,10153,26,3.79,13313,9561
611,Oliveira do Hospital,2.005901333,0.13477418,49.02428462,0.561786458,121.6896728,1.776856341,0.076829181,5.574110032,0.071304348,-1.711267606,656,9200,13,2.86,13927,7838
612,Pampilhosa da Serra,2.344927266,0.102518307,51.98610593,0.345061618,114.7644928,2.896533885,0.017681729,5.525501433,0.036140656,0.625,333,9214,5,,5599,1933
613,Penacova,2.010183428,0.169631133,47.34560405,0.63077474,143.1727858,1.585052034,0.024352393,5.829382874,0.063764292,-0.061151079,580,9096,5,,8377,5285
614,Penela,1.65438343,0.258936755,49.73025048,0.514665445,132.0235975,1.941281139,0.035059578,5.661437247,0.071252015,2.955752212,663,9305,3,,4364,2248
615,Soure,1.628809547,0.20053357,48.36177138,0.640284571,133.1145833,1.561155074,0.042685638,5.575543041,0.066080601,0.99378882,669,10124,14,3.31,11245,7203
616,Tábua,1.805559114,0.118154625,53.89266043,0.518062586,122.3240062,1.925138427,0.048895536,5.572162162,0.067516208,0.948717949,604,8946,3,3.27,8692,4515
617,Vila Nova de Poiares,1.755431902,0.125648545,46.40196078,0.629821791,138.0372493,1.587182241,0.080532371,5.534527972,0.070207116,-2.928571429,661,9415,7,3.51,4433,2793
701,Alandroal,1.517732151,0.120441243,54.45648623,0.485141828,121.2064965,2.037614679,0.04952724,5.240310078,0.066059475,0.273631841,602,9113,3,,4442,2180
702,Arraiolos,1.524041733,0.143968054,54.25085053,0.585960488,126.6230273,1.704765317,0.077133249,5.469463869,0.069968474,-0.09569378,688,9833,6,3.33,4758,2791
703,Borba,1.554249548,0.182834047,53.61392405,0.631954351,114.4187359,1.581203008,0.112458393,5.341463415,0.065775401,-0.152416357,615,9350,7,2.62,4206,2660
704,Estremoz,1.615151515,0.215962441,59.6457989,0.578745198,111.4076327,1.7266028,0.121532224,5.212450331,0.070820395,0.257928118,707,9983,10,3.33,9372,5428
705,Évora,1.650794794,0.144502266,50.33671901,0.749538358,110.7525196,1.332125766,0.201342958,5.220520992,0.140186916,-1.4,1635,11663,52,6.16,29785,22359
706,Montemor-o-Novo,1.599677259,0.166795144,51.97399454,0.637791482,114.9947122,1.566727053,0.146270958,5.294294294,0.096645122,-0.127610209,942,9747,17,4,10378,6624
707,Mora,1.5178477,0.208834292,51.47157589,0.474647151,116.9878855,2.106828194,0.075274438,5.367540029,0.056080722,0.218623482,528,9415,4,,3826,1816
708,Mourão,1.523848238,0.122427984,48.35094851,0.461419753,153.7904125,2.094827586,0.053497942,5.608510638,0.066191545,0.026666667,678,10243,7,,1944,928
709,Portel,1.506275646,0.165448975,60.74318127,0.559509781,127.5168492,1.786526316,0.056563752,5.114572334,0.046106331,0.088785047,418,9066,9,,4243,2375
710,Redondo,1.541817243,0.167908812,64.04039752,0.576939939,121.6850304,1.729340409,0.131740465,5.512306812,0.059828142,-0.076023392,557,9310,6,,4562,2638
711,Reguengos de Monsaraz,1.537361923,0.127275485,55.98497401,0.614684466,131.6510365,1.624845945,0.077669903,5.447532792,0.085275368,-1.730434783,816,9569,15,3.78,6592,4057
712,Vendas Novas,1.626392624,0.157369897,47.28649635,0.727485198,119.0833155,1.374009848,0.14007479,5.534527972,0.070207116,-0.045454545,661,9415,7,3.51,6418,4671
713,Viana do Alentejo,1.517457085,0.214783821,47.68853651,0.592747559,133.4588235,1.685472496,0.078661088,5.34264432,0.069116726,-0.172413793,662,9578,6,,3585,2127
714,Vila Viçosa,1.621037832,0.132435233,54.50012781,0.661554404,115.327381,1.510644959,0.147150259,5.458110517,0.063279586,-0.438848921,624,9861,7,3.07,4825,3194
801,Albufeira,1.957689589,0.132681347,34.92464405,0.396580401,105.2563887,2.518036632,0.104362096,4.640416855,0.275426955,1.654569892,2532,9193,62,8.22,45093,17908
802,Alcoutim,1.531824611,0.157646406,55.43960396,0.335553705,100.9718776,2.960558751,0.01582015,5,0.05454354,-0.655172414,518,9497,3,,3603,1217
803,Aljezur,1.545809329,0.126762928,37.84473146,0.445097381,114.5982648,2.226542056,0.070685024,4.940494997,0.274221267,3.076923077,2553,9310,15,4.45,5956,2675
804,Castro Marim,1.606535756,0.096090824,37.70501172,0.319756554,115.5197657,3.075593952,0.040613296,4.940191388,0.211487136,-3.956521739,1981,9367,16,6.9,8544,2778
805,Faro,2.069699066,0.125361795,47.87838695,0.731445111,108.3327445,1.364120281,0.215991317,4.88158891,0.208518108,0.501390821,2257,10824,5,7.07,38696,28367
806,Lagoa,1.729827408,0.090758608,36.61177902,0.454549754,119.0016648,2.185426357,0.080069996,4.900460299,0.252866242,0.924788136,2382,9420,45,6.85,21144,9675
807,Lagos,1.985914438,0.102625469,36.42335356,0.501232363,113.3391534,1.983351045,0.102804072,4.799836934,0.284288747,0.619383825,2678,9420,39,8.66,27995,14115
808,Loulé,1.889206586,0.124715135,41.23635737,0.438878711,113.1995588,2.274905123,0.108717995,4.894798301,0.308034297,1.328828829,2910,9447,44,8.33,67137,29512
809,Monchique,1.58035503,0.251276596,57.44426036,0.527446809,101.9261799,1.877746704,0.080425532,4.801343033,0.12606088,-1.4,1114,8837,5,,4700,2503
810,Olhão,1.896063447,0.12377669,50.02193039,0.664182977,108.3244963,1.497585077,0.150207592,4.781754443,0.195031056,2.02425876,1884,9660,66,6.25,26976,18013
811,Portimão,2.283531866,0.096817943,42.1820109,0.507995628,104.7099139,1.958221024,0.128213433,4.655679668,0.232137253,0.988344051,2219,9559,12,7.94,49402,25228
812,São Brás de Alportel,1.694346635,0.0851868,48.55868545,0.675534235,128.2655477,1.479036766,0.115423753,5.170651524,0.180800645,0.868493151,1793,9917,27,4.88,6879,4651
813,Silves,1.806759755,0.117831167,48.25664339,0.467419816,111.8407627,2.131926792,0.082031716,4.856427677,0.203823686,1.290743155,1919,9415,58,6.56,33548,15736
814,Tavira,1.840225439,0.109203029,45.95834723,0.452306612,112.7707309,2.207651215,0.08777613,4.886956522,0.254887298,0.308075773,2386,9361,49,8.04,25622,11606
815,Vila do Bispo,1.595706619,0.14753004,37.95547605,0.412716956,104.6805499,2.347962382,0.070260347,4.849910661,0.258078368,0.334586466,2404,9315,31,6.25,5992,2552
816,Vila Real de Santo António,2.073968099,0.148603083,41.70077925,0.36734104,97.20036716,2.711598746,0.08699422,4.694240433,0.210071482,5.591133005,1969,9373,33,7.42,20760,7656
901,Aguiar da Beira,1.789593698,0.217209857,44.6185738,0.419117647,131.5789474,2.385964912,0.027027027,5.623667377,0.039511912,-77,340,8605,9,,5032,2109
902,Almeida,1.652146954,0.112594571,49.80041854,0.388963062,126.5541571,2.568978659,0.034564605,5.7053206,0.024745115,-0.183333333,233,9416,1,,6741,2624
903,Celorico da Beira,1.787337662,0.199207607,44.78409091,0.446751189,124.4856332,2.236002835,0.037559429,5.485207101,0.039742213,-0.040983607,370,9310,5,,6310,2822
904,Figueira de Castelo Rodrigo,1.653468208,0.180354856,51.16204239,0.396744101,117.4965422,2.520516367,0.031644412,5.5579989,0.023010547,-0.183139535,192,8344,11,,5467,2169
905,Fornos de Algodres,1.900891169,0.159668092,50.83931947,0.464923309,117.9691725,2.148568341,0.039476993,5.502871729,0.025089193,0.472222222,218,8689,17,,3977,1851
906,Gouveia,2.174393371,0.19924812,48.66433222,0.46670247,124.4054469,2.139410188,0.059971357,5.65396523,0.046444122,0.032679739,416,8957,17,3.04,11172,5222
907,Guarda,2.174871455,0.119040079,45.75573996,0.576199022,123.5908397,1.734663981,0.096414371,5.409390641,0.070145745,-32.15789474,746,10635,4,3.5,28419,16383
908,Manteigas,2.124134948,0.096293605,48.08845156,0.480377907,105.8434191,2.078549849,0.064680233,5.539512195,0.042020666,-2.223880597,366,8710,4,,2752,1324
909,Mêda,1.851382249,0.149436648,49.50893785,0.408974106,122.8733688,2.442781265,0.033998814,5.491448119,0.027913635,-0.684848485,234,8383,9,,5059,2071
910,Pinhel,1.770948253,0.205482835,45.70790649,0.439367745,123.9530635,2.275997752,0.03408249,5.426948052,0.03090973,0.092838196,264,8541,12,,8098,3558
911,Sabugal,1.797740003,0.153167551,46.88071512,0.319056447,120.1662993,3.131104884,0.013040977,5.487665601,0.032441289,-0.957186544,297,9155,1,,15643,4996
912,Seia,2.425440087,0.168566729,51.5904982,0.519936476,119.264754,1.921216084,0.066076797,5.662771739,0.053169512,0.159090909,489,9197,19,3.04,17631,9177
913,Trancoso,1.665902046,0.196388791,49.41041538,0.428889671,126.9819574,2.331601968,0.028608278,5.488423723,0.038969841,-0.729241877,345,8853,16,,8529,3658
914,Vila Nova de Foz Côa,1.770985401,0.129680786,46.82805242,0.432627379,122.1621142,2.311457964,0.057090239,5.725355342,0.043012048,-0.131067961,357,8300,3,,6516,2819
1001,Alcobaça,1.70077667,0.145418664,45.08763676,0.63039188,125.8788014,1.581999019,0.086523823,5.21194339,0.109152403,1.647173489,1065,9757,89,4.52,35470,22421
1002,Alvaiázere,1.608967291,0.215696557,50.40536567,0.480335606,127.1379185,2.078851744,0.028666317,5.577099875,0.044665012,0.003773585,396,8866,7,,5721,2752
1003,Ansião,1.603292447,0.197470134,48.69218851,0.563949403,134.5794393,1.772472493,0.040290466,5.650404569,0.066889632,-0.3115727,620,9269,13,2.99,8538,4817
1004,Batalha,1.681402849,0.144508671,40.88800054,0.720301994,142.9413691,1.383322454,0.074200779,5.485026424,0.090462901,1.368932039,940,10391,27,4.78,8477,6128
1005,Bombarral,1.697747472,0.192326733,47.21092553,0.651608911,128.9078822,1.533497817,0.109777228,5.167221511,0.101540096,0.948275862,956,9415,34,3.95,8080,5269
1006,Caldas da Rainha,1.826380683,0.150621658,42.90696121,0.673289253,119.8042947,1.483085441,0.150558385,5.124746998,0.135315223,0.884665793,1320,9755,111,5.48,31609,21313
1007,Castanheira de Pêra,1.695555556,0.173621461,49.75979798,0.437406855,122.572402,2.278438031,0.064083458,5.503267974,0.045079147,0.214285714,393,8718,9,,2684,1178
1008,Figueiró dos Vinhos,1.61701427,0.182468329,48.33819978,0.481405803,120.6706282,2.070219966,0.048222313,5.392820513,0.057171293,-0.165898618,517,9043,8,,4894,2364
1009,Leiria,1.895075468,0.114008645,42.02676376,0.731017518,133.4208632,1.367238229,0.131754067,5.463497192,0.113777372,1.038421955,1247,10960,314,5.36,70328,51438
1010,Marinha Grande,1.744681565,0.138779215,41.75072143,0.729748128,128.3675373,1.367614201,0.132788745,5.292324397,0.089362481,0.138508371,977,10933,22,4.51,22035,16112
1011,Nazaré,2.009636964,0.104151493,43.17273927,0.452367079,108.758654,2.208460672,0.108011653,4.95845481,0.198619225,2.656521739,1870,9415,27,5.5,13730,6217
1012,Óbidos,1.604188791,0.112700477,38.58265487,0.521348071,134.7952609,1.916510903,0.062527091,5.317739816,0.169886602,1.059360731,1618,9524,7,4.67,9228,4815
1013,Pedrógão Grande,1.63648568,0.110207515,46.94495823,0.426808749,120.8771353,2.339895013,0.037577117,5.281789639,0.054553703,0.625,481,8817,5,,3566,1524
1014,Peniche,1.850466592,0.094935535,40.19708847,0.508579909,109.5294547,1.958757267,0.106112606,5.004880555,0.151682412,10.81081081,1429,9421,44,5.09,21562,11008
1015,Pombal,1.714578775,0.161419762,44.5653549,0.615230284,136.2303376,1.624784276,0.064851149,5.582825612,0.089208633,0.504132231,868,9730,49,4.03,33893,20860
1016,Porto de Mós,1.626136865,0.150526236,45.52834437,0.702354812,138.8044416,1.422708176,0.091315212,5.525419182,0.074062908,-2.705882353,737,9951,45,3.41,13207,9283
1101,Alenquer,1.832149201,0.147173489,46.65918417,0.72993474,116.9970972,1.36602026,0.125434359,4.989171925,0.111664909,0.097142857,1165,10433,17,5.91,23598,17275
1102,Arruda dos Vinhos,1.823334757,0.122482471,44.61549957,0.789646427,125.774608,1.265194413,0.144711323,5.099511443,0.128109783,-0.007968127,1447,11295,25,5.97,6703,5298
1103,Azambuja,1.65600806,0.173753543,44.57784495,0.694180424,110.8815758,1.435375778,0.110972153,4.85998062,0.105516048,0.477987421,1098,10406,10,5.73,11994,8356
1104,Cadaval,1.637963664,0.145188711,44.76848347,0.61872379,129.1262136,1.615046678,0.060523631,5.252527574,0.089103653,-0.632478632,839,9416,26,3.95,8823,5463
1105,Cascais,2.332485416,0.101276242,40.00514403,0.782071111,112.9861794,1.278375191,0.207626697,5.020188186,0.282449577,0.355499886,3473,12296,140,12.58,110559,86484
1106,Lisboa,3.957804278,0.149334301,67.19507141,0.757004932,94.83069194,1.318125415,0.319982861,4.829107626,0.289430408,2.526116578,3872,13378,83,12.88,319739,242571
1107,Loures,2.359247919,0.103339184,45.88991484,0.832265175,94.53416225,1.199334166,0.261215659,4.685504476,0.19451214,-1.02907916,2155,11079,128,8.54,97988,81702
1108,Lourinhã,1.752445255,0.136044092,40.16448905,0.601091052,126.431512,1.661620409,0.098644621,5.209959453,0.134607219,1.187898089,1268,9420,58,5.06,17781,10701
1109,Mafra,1.96853074,0.091152039,40.09227162,0.738302563,125.6719052,1.352133458,0.159365744,5.056400726,0.181698196,0.464599722,2065,11365,215,7.48,44903,33209
1110,Oeiras,3.311688663,0.095603661,43.04446127,0.841609609,104.7854492,1.18798784,0.216923715,4.818709638,0.206225948,0.484049931,3001,14552,104,11.36,86754,73026
